game,grid,targetPosition,chitchat,role,message
10,2,1,,D,Yeah.
10,2,1,x,D,"Yes, yes, yes."
10,2,1,,M,I think I was looking for the other swan.
10,2,1,x,M,yeah there was another one but yeah
10,2,2,,D,this one okay arabesque 
10,2,3,,D, okay this looks like um so there is a diamond at the top and then there is on the left there is a straight line and on the right there is a squiggly line okay
10,2,4,,D,"Okay, that's the horse that is going to the right and upwards with diamond as its head and the little triangle on the left."
10,2,4,x,M,Yep.
10,2,5,,D,Surveillance camera.
10,2,5,x,M,Okay.
10,2,5,x,M,Got it.
10,2,6,,D,A house with a tree on its left.
10,2,6,x,M,Got it.
10,2,7,,D,"Uh, the child riding a horse or a dog, whatever."
10,2,7,x,M,Got it.
10,2,8,,D,"A person with a, um, like, kneeled with a, uh, with a, like, a triangle is the... Is, like, the feet?"
10,2,8,,M,"No, no, no."
10,2,8,,D,"So it's, like, a hooded person with a... Oh, okay."
10,2,8,,D,With a megaphone.
10,2,8,,M,"Yeah, with a megaphone."
10,2,8,x,D,"Yep, I forgot the word."
10,2,9,,D,It's a horse that is going to the left and has a parallelogram tail.
10,2,9,,D,It's going upwards.
10,2,10,,D,It's the symmetrical shape.
10,2,10,,D,Two diamonds and a rectangle at the top.
10,2,10,x,M,Got it.
10,2,11,,D,The tilted scale.
10,2,12,,D,The person with the bucket hat downwards.
10,2,12,x,M,Could you describe it?
10,2,12,x,D,"Yeah, yeah, yeah."
10,2,12,,M,"Oh, the top hat?"
10,2,12,,D,"Yeah, yeah, the top hat."
10,2,12,x,M,"Yeah, I forgot that."
10,2,13,,D,"Okay, this is a person reading a book."
10,2,13,,D,"They're turned to the left, and they have a strange triangle at the top."
10,2,13,x,M,Got it.
10,2,14,,D,The Venus Flight Trap.
10,2,14,x,M,Okay.
10,2,15,,D,The person trying to fly.
10,2,15,x,M,Okay.
10,2,16,,D,"Uh, seahorse."
10,2,17,,D,okay if the person kneeled down um the more basic one okay it's like the triangle on the right triangle on the right yeah 
10,2,18,,D,it's a cactus
10,2,18,x,D,Good.
10,2,18,x,D,Okay.
10,2,18,x,D,"Okay, sounds good."
10,3,1,,D,Surveillance camera.
10,3,1,x,M,"Okay, you got it."
10,3,1,x,M,Just a second.
10,3,1,x,M,Got it.
10,3,2,,D,"Um, the person reading a book with the triangle on the top."
10,3,2,x,M,Oopsies.
10,3,3,,D,Person trying to fly.
10,3,3,x,M,"Um, okay."
10,3,3,x,M,Got it.
10,3,4,,D,Cactus.
10,3,4,,M,"Cactus, yes."
10,3,4,x,M,Um...
10,3,5,,D,"Looks like the person's kneeling, but it's like the simple one."
10,3,5,x,M,"Okay, got it."
10,3,5,x,M,Where's it be?
10,3,6,,D,House with the tree on the left.
10,3,6,x,M,"Oh, got it."
10,3,7,,D,The horse with its legs up with the triangle on the left.
10,3,7,x,D,There you go.
10,3,8,,D,Arabesque.
10,3,9,,D,I'm holding the hat upside down.
10,3,9,x,M,Okay.
10,3,10,,D,I'm the child riding the dog.
10,3,10,x,M,Okay.
10,3,11,,D,"Um, the simple swan."
10,3,11,x,M,Okay.
10,3,12,,D,The symmetrical shape with the two diamonds and the square.
10,3,12,x,M,Got it.
10,3,13,,D,Venus flytrap.
10,3,13,x,M,Done.
10,3,14,,D,Seahorse.
10,3,14,x,M,"Yep, got it."
10,3,15,,D,"The diamond at the top, and then the left side is a straight line, and the right side is squiggly."
10,3,15,x,M,Okay.
10,3,16,,D,The hooded person with the megaphone.
10,3,16,x,M,"Okay, got it."
10,3,17,,D,The tilted scale.
10,3,17,,D,"Uh, tilted scale."
10,3,18,,D,The regular horse that's looking to the left.
10,3,18,x,E,Game.
10,3,18,x,E,"Okay, sounds good."
10,3,18,x,E,"Okay, sounds good."
10,4,1,,D,"Okay, the regular horse to the left with the parallelogram on the right."
10,4,2,,D,Cactus.
10,4,2,x,M,Got it.
10,4,3,,D,Surveillance camera.
10,4,3,x,M,Okay.
10,4,4,,D,The house with the tree on the left.
10,4,4,x,M,Okay.
10,4,5,,D,Venus flytrap.
10,4,5,x,M,Okay.
10,4,6,,D,"Um, it's, uh, it's, okay, so it's the diamond, and then on the left there is a straight line, on the right there is a swiggly line."
10,4,6,x,M,"Okay, got it."
10,4,7,,D,Tilted scale.
10,4,8,,D,The person flying.
10,4,9,,D,The person reading kneel to the left with a small triangle on the top.
10,4,10,,D,Symmetrical two diamonds in a rectangle.
10,4,11,,D,Seahorse.
10,4,12,,D,Someone doing an arabesque.
10,4,13,,D,A person kneeled with a megaphone.
10,4,13,x,M,Got it.
10,4,14,,D,A person with a top hat upside down.
10,4,15,,D,Simple Swan.
10,4,16,,D,The horse running to the right with a big square and a small triangle to the left.
10,4,17,,D,Child riding a horse or a dog.
10,4,18,,D,The simple person kneeled to the right.
10,4,18,x,E,Got it.
10,4,18,x,E,"Okay, sounds good."
10,4,18,x,E,Yep.
10,5,1,,D,"Um, the child riding the horse."
10,5,2,,D,Sea horse.
10,5,3,,D,Regular horse with the parallelogram tail.
10,5,3,,M,"Turn to the left, right?"
10,5,3,x,D,Yeah.
10,5,4,,D,The horse turned to the right with the triangle tail.
10,5,4,x,M,"Okay, got it."
10,5,5,,D,The symmetrical one with the two diamonds in the top.
10,5,6,,D,Simple Swan.
10,5,6,x,M,Got it.
10,5,7,,D,Venus fly trap.
10,5,7,x,M,Got it.
10,5,8,,D,"The upside down hat, like someone holding it upside down."
10,5,8,x,M,"Yep, got it."
10,5,9,,D,Tilted scale.
10,5,10,,D,Surveillance camera.
10,5,10,x,M,"Got it, this is it."
10,5,11,,D,The squiggly line on the right.
10,5,12,,D,I'm reading the book with the triangle at the top.
10,5,14,,D,This is a simple kneeling one.
10,5,14,,D,Simple kneeling.
10,5,15,,D,arabesque 
10,5,16,,D,um the person trying to fly uh what would you repeat that the person trying to fly okay
10,5,17,,D,Megaphone one.
10,5,17,x,M,Got it.
10,5,18,,D,The house with the tree on the top.
10,5,18,x,E,Got it.
10,5,18,x,E,All good.
10,5,18,x,E,Okay.
10,5,18,,E,Okay.
10,5,18,,E,Sounds good.
10,6,1,,D,"Okay, the scale."
10,6,1,,D,Tilted scale.
10,6,2,,D,Cactus.
10,6,3,,D,Flying person.
10,6,3,x,M,Got it.
10,6,4,,D,House with the tree on the left.
10,6,5,,D,Seahorse.
10,6,5,x,M,Okay.
10,6,6,,D,Symmetrical two diamonds in a rectangle.
10,6,7,,D,Surveillance camera.
10,6,8,,D,Venus flytrap 
10,6,9,,D,The simple kneeling person
10,6,10,,D,The simple swan.
10,6,11,,D,Megaphone.
10,6,12,,D,The top hat upside down holding person.
10,6,13,,D,Arabesque.
10,6,14,,D,The horse going to the left with a parallelogram as a tail going up.
10,6,15,,D,The person reading the book turned to the left with a triangle on top.
10,6,16,,D,The horse going to the right with a diamond.
10,6,16,x,M,Yep.
10,6,17,,D,"On the left, there is a straight line."
10,6,17,,D,"On the right, there is a squiggly line."
10,6,17,x,M,Got it.
10,6,18,,D,A child riding the dog.
10,6,18,x,E,Tomorrow.
10,6,18,x,E,Okay.
10,7,1,,D," Um, this is the person reading with the triangle at the top."
10,7,1,x,M,"Uh, just a second."
10,7,1,x,M,Got it.
10,7,2,,D,Seahorse.
10,7,2,x,M,Got it.
10,7,3,,D, The one with the squiggly line on the right.
10,7,3,x,M,"Yep, got it."
10,7,4,,D,The person in a beanbag chair.
10,7,4,x,M,"Uh, would you repeat that?"
10,7,4,,D,They look like they're in a beanbag chair.
10,7,4,x,M,"Oh, got it, got it, got it, got it, got it."
10,7,5,,D, surveillance camera.
10,7,5,x,M,Got it.
10,7,6,,D,This is one of the ones we practiced.
10,7,6,,D,It has a diamond at the top.
10,7,6,,D," And at the bottom right, there's a little triangle that's kind of sticking out."
10,7,6,,D,"And then on the left, there's like a parallelogram shape."
10,7,6,,M,"Okay, it looks like someone who's sliding, right?"
10,7,6,,M,That's how I describe it.
10,7,6,,D,"No, not the cha-cha slide."
10,7,6,,M,"No, but I mean like they're going down the slide or something."
10,7,6,x,D,I don't know.
10,7,6,x,M,Do you think you can describe it?
10,7,6,x,D,"Yeah, I mean, yeah, all good."
10,7,6,x,D,Okay.
10,7,6,,D, We should call that one just the sliding one.
10,7,6,,D,"Yeah, sliding, yep."
10,7,6,x,D,Okay.
10,7,7,,D,"Um, this is, it looks like someone is like kind of kneeling, and on the right there's like a triangle sticking out."
10,7,7,x,M,Okay.
10,7,7,,M,"They're like half kneeling, right?"
10,7,7,x,D,Yeah.
10,7,8,,D, The tilted scale.
10,7,9,,D,The house with the chimney.
10,7,10,,D," The swan, but not the simple swan."
10,7,10,x,M,"Yeah, got it, got it, got it."
10,7,11,,D,The house with the tree.
10,7,11,x,M,Got it.
10,7,12,,D, The child riding the dog.
10,7,13,,D,Venus flytrap.
10,7,14,,D, The symmetrical one with the two diamonds.
10,7,14,x,M,Got it.
10,7,15,,D,"Um, it looks like someone kneeling, and they're, like, holding something out in front of them."
10,7,15,,D,"There's, like, a little tail shape on the back."
10,7,15,x,M,Ooh.
10,7,15,x,M,"Okay, got it, got it, got it, got it."
10,7,16,,D," It looks like there's a square diamond shape on the right, and then there's a leg sticking out on the left."
10,7,16,x,M,Would you do more?
10,7,16,,D,"Yeah, so it kind of looks like a person."
10,7,16,,D,"And on the top right, there's a square diamond shape."
10,7,16,,D,"And then on its left side, it looks like there's a leg sticking out."
10,7,16,,M,Are they...
10,7,16,,M, Are they walking and reading?
10,7,16,,D,"No, they're not reading."
10,7,16,,D,It's not that one.
10,7,16,,M,Is it the theatrical one?
10,7,16,,D,No.
10,7,16,,D,It's like standing on one leg and then the other leg is behind him.
10,7,16,,M,Is it like the collar one?
10,7,16,,D,"No, it's not that one."
10,7,16,,M,Okay.
10,7,16,,M,Is it the one with like a small triangle on the right and like I don't know
10,7,16,x,M," Oh, got it, got it, got it."
10,7,16,x,M,Okay.
10,7,16,x,M,That took me a little long.
10,7,16,x,M,Sorry.
10,7,16,x,M,It's okay.
10,7,17,,D,This one is the one that looks like someone running out of the wedding.
10,7,17,x,M,"Okay, got it."
10,7,18,,D,It's giving speak now.
10,7,18,x,M,Yeah.
10,7,18,x,M," Yep, got it."
10,7,19,,D,Arabesque.
10,7,20,,D," the bunny ears, and it's, like, sitting down."
10,7,20,x,M,"Got it, got it."
10,7,20,x,M,"Oh, wait."
10,7,20,,M,"It doesn't have, like... Is it, like, turned to the right or turned to the left?"
10,7,20,,D,It's turned to the right.
10,7,20,x,D,Okay.
10,7,21,,D,The horse with the parallelogram tail.
10,7,21,x,M,Got it.
10,7,22,,D, The simple kneeling one.
10,7,22,x,M,Got it.
10,7,23,,D,Cactus.
10,7,24,,D," Um, it kind of looks like a dog and then the front legs are longer than the back legs."
10,7,24,x,M,"Yeah, got it."
10,7,25,,D,The person reading while they're walking and they're facing to the left.
10,7,25,x,M,Mhm.
10,7,26,,D,the horse with the triangle tail
10,7,27,,D,um this one also has bunny ears with the
10,7,27,x,M,okay got it yeah
10,7,28,,D," Um, this one, it kind of looks like a water fountain."
10,7,28,,D,"So there's a diamond at the top, and then there's like a column."
10,7,28,x,M,"Oh, got it, got it, got it, got it."
10,7,28,,M,"That's a good one, water fountain."
10,7,28,x,M,Yeah.
10,7,29,,D,Cha-cha slide.
10,7,29,x,M,Nice.
10,7,30,,D,Megaphone
10,7,31,,D,Crab
10,7,32,,D,I'm upside down top hat
10,7,32,x,M, Got it.
10,7,33,,D,Person trying to fly.
10,7,33,x,D,"Just saying, dude."
10,7,34,,D, This also looks like someone trying to ride a horse.
10,7,34,x,M,"Okay, got it."
10,7,34,,M,Is it like a person?
10,7,34,,D,It's like a little triangle and a square.
10,7,35,,D,Simple swan.
10,7,36,,D, This one is Maddie with the collar.
10,7,36,x,E,Got it.
10,7,36,x,E, Yep.
10,7,36,x,E,Sounds good.
10,7,36,,E,Got it.
11,0,1,,D, This one looks like a mouse looking up to the top left corner.
11,0,1,,D,It has a triangle ear and a fox ear.
11,0,1,x,M,What did you say after you said it looked like a mouse?
11,0,1,,D,It's a mouse looking to the top left corner.
11,0,1,,D,It has a triangle ear and a fox ear.
11,0,1,,D, in the bottom right corner that's cut off at his torso.
11,0,1,x,M,Can you always make him a little bit louder?
11,0,1,,D,"Yeah, to me it just looks like a mouse looking up to the top left corner with a box ear on the top of his head, a triangle ear on the right of his head,"
11,0,1,,D, It stands down in the bottom left corner and it's cut off at the bottom right corner of his torso.
11,0,1,,M,What's at the bottom right of his torso?
11,0,1,,D,That's where the image cuts off.
11,0,1,,D," So you can see his torso up with his front paws, front hands on the ground at the bottom left, and his head in the top portion of the frame."
11,0,1,x,M," Okay, can you, like, describe it a little bit more?"
11,0,1,x,D,Uh... Maybe it's...
11,0,1,,D,"If not a mouse, then it's somebody, like, on their knees, sliding into the bottom right corner, with their arms sort of, like, flaring out to the left and the right."
11,0,1,x,M, I think I might have it.
11,0,2,,D,This one looks kind of like a soccer player to me.
11,0,2,,D,They're running across the field towards the right with their back player.
11,0,2,,D," In the bottom left corner, it's a person, but it has a flag around their waist, with their front arm pointed to the right."
11,0,2,,D,Their head is a diamond on the last of this area triangle that's pointed to the left.
11,0,2,,M, Are there any squares in the picture?
11,0,2,,D,Only one square.
11,0,2,,D,It's the diamond pin.
11,0,2,,D,Everything else looks like triangles or one trapezoid at the waistline.
11,0,2,,D, A little triangle pointing down in the bottom right corner.
11,0,2,,D,A large triangle pointing up.
11,0,2,,M,"Yeah, is it like an equilateral triangle with the point, like, facing down?"
11,0,2,,D,"Yeah, the small triangle, yeah."
11,0,2,,D,In the bottom right corner.
11,0,2,x,D,Yay.
11,0,3,,D, This one looks like a little kid riding a dog.
11,0,3,,D,You have a diamond at the top of a triangle sort of slipping downward.
11,0,3,,D,"And the far right side, you have a triangle, a small triangle, pointing to the bottom right, but not directly on the bottom right."
11,0,3,,D, and that's about midway up the road.
11,0,3,,M,"Okay, can you describe it more?"
11,0,3,,D,There's a medium sized triangle connected at a point to the smaller triangle.
11,0,3,,D,The mid-sized triangle is pointing with
11,0,3,,D," is pointing directly towards the smaller triangle, so one of the points is pointing directly towards the bottom right."
11,0,3,,D,And then there's a sort of inverted arrow on the left side.
11,0,3,,M,"Wait, what's on the left side?"
11,0,3,,D, There's another small triangle pointing up towards the square at an angle.
11,0,3,,D,And the sort of body of the dog is an arrow pointing to the left of the screen.
11,0,3,x,M,OK.
11,0,3,,M, Is there a trapezoid that has the parallel parts that are parallel to the sides of the screen?
11,0,3,x,M,Does that make sense?
11,0,3,,D,No.
11,0,3,x,M,"Okay, there isn't that?"
11,0,3,x,M,No.
11,0,3,x,M,"Okay, um..."
11,0,3,x,M, Okay.
11,0,3,,D,"From the baseline horizontal, it's at, like, a 15-degree angle."
11,0,3,,M,What about the horizontal?
11,0,3,,D,"From the baseline horizontal, the image looks like it's tilted at, like, a 15-degree angle with the right side being lifted up."
11,0,3,x,M,Okay.
11,0,3,,M,"And is there, like, in the middle, is there a square, like, along, like, a hill thing and a little bit of white space?"
11,0,3,x,D,Yes.
11,0,4,,D, This looks like a person holding their arms out and sort of off.
11,0,4,,D,There's the parallelogram forming the body pointing to the bottom right with
11,0,4,,D," Sort of like wrench heads as the arm, and then square at an angle towards the head."
11,0,4,,M,Does it look like a body with two arms and a head?
11,0,4,x,D,Yes.
11,0,5,,D," This one looks like it's bending down, so look at something on the floor."
11,0,5,,D,"There's a triangle pointing directly up at the top of the image, a triangle pointing to the bottom right corner, and then a trapezoid here at the top, and another parallelogram here at the bottom."
11,0,5,,D, It looks like sunglasses.
11,0,5,,M,Like sunglasses?
11,0,5,x,D,Yeah.
11,0,5,,D,But it's not the pair.
11,0,5,,D,It's not the pair of sunglasses.
11,0,5,,D,It looks like a magnet.
11,0,5,,D,It's the one that's at an angle.
11,0,5,x,M,"Oh, okay."
11,0,5,x,M,Hold on.
11,0,5,,M,"Okay, is there, like, uh, hmm, like, like, depending on how you look at it, it,"
11,0,5,,M,"like, could it be, like, sort of, like, a left, on the left side, like, a right triangle with, like, a trapezoid then on it?"
11,0,5,x,D,Yeah.
11,0,5,x,D,Okay.
11,0,5,x,D,Okay.
11,0,6,,D, This one looks like a factory with a smoke stack on the left side.
11,0,6,,D,"It's a rectangle as a face, and then a rectangular, a thin rectangle pointing upwards on the left side, and a triangle connected at the top of that, making a sort of flag."
11,0,6,,M,Is this kind of like a chair?
11,0,6,,D,Yeah.
11,0,7,,D,"For this one, we have a rectangle on the left side facing up,"
11,0,7,,D,"and then an equilateral triangle at the bottom forming like a toe,"
11,0,7,,D,"a trapezoid directed to the right side from the toe to the top of the rectangle,"
11,0,7,,D,and then another triangle forming sort of like an arc at the top of that.
11,0,7,,D," point you to the right, and then a diamond at the top of all of it."
11,0,7,,M,Can you describe the first part of that again?
11,0,7,,D,"It's a rectangle standing up, but its long way is vertical."
11,0,7,,D," A small triangle at the bottom of that to the right side, forming the toe that's pointing to the right."
11,0,7,,D,And then a trapezoid on the right side of the rectangle above the initial triangle that I talked about.
11,0,7,,M,"Wait, trapezoid?"
11,0,7,x,M,"Sorry, sorry, sorry."
11,0,7,,M,Trapezoid on the right side of... What is it?
11,0,7,x,M,Alright.
11,0,7,x,M,Repeat that.
11,0,7,x,M," Okay, sorry, I'm not- can you describe it more?"
11,0,7,,D, It's perfectly flat on the left side.
11,0,7,,D,"On the right side, it has, if you were to tilt your head, then you would see a decline, a straight line, a decline, and an incline, with a diamond at the top of everything."
11,0,7,,M, The- so the highest shape is a diamond?
11,0,7,x,D,Yep.
11,0,7,x,D,Okay.
11,0,7,x,D,And...
11,0,7,x,M,Okay.
11,0,7,,M,"Is it the one where... like, there's the rectangle and then, like, nothing really to the right of the rectangle?"
11,0,7,x,M, Oh.
11,0,7,,M,Is it kind of like a rectangle that on the bottom right has like a bite out of it?
11,0,7,x,D,Yeah.
11,0,7,x,D,Okay.
11,0,8,,D, This one looks like a whale jumping out of the water.
11,0,8,,D,"There is a long rectangle going vertically, two triangles at the bottom, and then some stuff going on in the middle."
11,0,8,,D,Whale jumping out of water.
11,0,8,,M,"Um, is it... Is there, like, kind of like an equilateral triangle in the middle, and then, like, two more triangles, but, like,"
11,0,8,,M, those two triangles are parallel?
11,0,8,,M,"Like, they're bases?"
11,0,8,x,D,Yeah.
11,0,8,,M,"And, okay, just to confirm, at the bottom right, there's, like, a trapezoid kind of thing facing up?"
11,0,8,,D,No.
11,0,8,x,M,"No, okay."
11,0,8,x,M,Hmm.
11,0,8,x,M,Oh.
11,0,8,,D, There's a triangle pointing directly to the left at the bottom.
11,0,8,,D,"And then to the right of that triangle, there's another triangle pointing to the bottom left with a slight gap between them."
11,0,8,,D,And then a trapezoid base sort of in the gap between those triangles.
11,0,8,,D,It's a rectangle that's pointing upwards.
11,0,8,,M," Okay, so there's, like, two triangles that, like, the tip of them is touching, like, the tip of a trapezoid?"
11,0,8,x,D,Yep.
11,0,8,x,M,Oh.
11,0,8,x,M,Damn.
11,0,8,x,M,Alright.
11,0,9,,D,This one has three triangles.
11,0,9,,D,It kind of looks like a ground hook.
11,0,9,,D,There's three triangles at the top.
11,0,9,,D, a slant to the bottom and then a parallelogram at the very bottom pointing to the right.
11,0,9,,D,It has the bulk of its area at the top and then a sort of tail going down to the bottom right.
11,0,9,,D, what's the highest shape the three triangles are all at the same height okay three triangles all at the same height oh okay are two of the triangles like facing like like opposite ways one okay
11,0,10,,D, This one looks like a magnet or a pole.
11,0,10,,D,There's a trapezoid base and then two parallelograms pointing inwards above that.
11,0,10,,M,"Okay, so what's above the trapezoid base?"
11,0,10,,D," Two parallelograms, really small, pointing towards each other on either end of the traveling face."
11,0,10,,D,It forms a sort of U.
11,0,10,x,M,Sort of what?
11,0,10,,D,U.
11,0,10,,M," Um, and what's the highest shape?"
11,0,10,,D,"Two parallelograms at the same height, pointing towards each other."
11,0,10,x,M,"Oh, I see."
11,0,10,x,M,Um...
11,0,10,,D," Just something to remember, there's like a trapezoid with the shorter edge facing down, and like two rhombuses facing in towards each other."
11,0,10,x,D,Yep.
11,0,11,,D,This one looks like a house or a barn with a silo next to it.
11,0,11,x,D,It's...
11,0,12,,D, A long rectangle on the right side pointing upwards to the length.
11,0,12,,D,We have a triangle on the bottom right pointing to the bottom right.
11,0,12,,D,A rhombus on the bottom left pointing to the bottom left.
11,0,12,,D," A rumpus on the top left pointing left, and then a sort of L connecting the both."
11,0,12,,D,"Um... Kinda looks like a horse, or a bibs, or... Um..."
11,0,13,,D, This is another baby riding a dog.
11,0,13,,D,"On the far right side, you have a triangle pointing toward the top right at an angle that is connected to the rest of the frame."
11,0,13,,D,"Only at one point, so nothing else is touching."
11,0,13,,D,The highest shape is a square pointing
11,0,13,,D, leftward a bit.
11,0,13,,D,The lowest shape is a triangle pointing straight down.
11,0,13,,D,And then two triangles on the left most seconds.
11,0,13,x,D,Okay.
11,0,13,x,D,Okay.
11,0,13,,M, And what did you say the highest shape was?
11,0,13,,D,A square.
11,0,13,,M,And what's the orientation of the square?
11,0,13,,D,"Uh, 180 degrees tilted left."
11,0,13,x,D,Hmm.
11,0,13,x,D,"But it's like, is it..."
11,0,13,,D," But there's still space above it, like white space above it."
11,0,13,,M,It's not at the top of its box?
11,0,13,,D,"There is white space above it, yeah."
11,0,13,,D,It's right below the top square is a rumpus that is placed slightly below the next highest triangle.
11,0,14,,D," This is the one that he selected, the whale with the two triangles at the top of a trapezoid."
11,0,14,,D, Two triangles at the top of the trapezoid.
11,0,14,,M,What's the orientation of the triangles?
11,0,14,,D,The triangles are at the very top.
11,0,14,,D,They look like they're sort of falling off of the left edge of the image.
11,0,14,,D,The bottom-most shape is another rhombus with one of its faces parallel to the red.
11,0,14,,D, There is a square in the middle that is the section of the diamond.
11,0,14,,D,It leads to a bigger triangle right below that.
11,0,14,,M,And are there like the two triangles at the top?
11,0,14,x,D,Yep.
11,0,14,x,D, Okay.
11,0,14,,M,"And the bottom, like, shape is like a, I don't know, like, tilted towards the right, like, in a diagonal way?"
11,0,14,x,D,Okay.
11,0,14,x,D,"Oh, good god."
11,0,14,x,D,Okay.
11,0,14,x,D,Um...
11,0,15,,D, Triangle at the top left of the frame pointing up.
11,0,15,,D,Triangle at the bottom left of the frame pointing left.
11,0,15,,D,Triangle at the mid-right side of the frame pointing down.
11,0,15,,D,And then a rhombus pointing up to the right at the very end on the right side.
11,0,15,,M, Can you describe the triangles again?
11,0,15,,D,"Top left corner, there is a triangle pointing directly up."
11,0,15,,D,"In the bottom left corner, there is a triangle pointing left."
11,0,15,x,D,In
11,0,15,,D," On the right side of the image, there is, it looks like a horse altogether."
11,0,16,,D,"On the bottom left corner, we have a really big triangle pointing inwards towards what looks like a boat."
11,0,16,,D," And the triangle at the left side has one point facing directly left, one point facing directly to the bottom, and then the third point facing up towards the top right corner."
11,0,16,x,D,And then...
11,0,16,,M,"Okay, is the... is it like a small triangle that's like in the bottom left that's not really a part of like the rest of the shape?"
11,0,16,x,D,No.
11,0,16,,D, No.
11,0,16,x,D,Okay.
11,0,16,,D,But the big triangle is in the same place and at the same angle.
11,0,16,,M,Same place and angle is what?
11,0,16,,D,That's the one that you were looking at.
11,0,16,x,D,Okay.
11,0,16,x,D,Um...
11,0,16,,D," Not at the same place of angle as the little triangle, but the big triangle to the right of that."
11,0,16,,M,"Oh, okay."
11,0,16,,M,"So, is there, like, a rectangle sort of thing that's, like, on, like, the left diagonal?"
11,0,16,x,D,Yep.
11,0,17,,D," We have two triangles on the left side, sort of standing alone."
11,0,17,,D,"On the bottom right corner, we have a trapezoid that's parallel with the large base at the bottom."
11,0,17,,D,The highest shape is a square that looks like it's falling off of the frame to the left.
11,0,17,x,M,"Wait, sorry, can you describe the square again?"
11,0,17,,D,"It looks like it's falling off of a body from the left,"
11,0,17,,D,"or it's like 10 to 15 degree angle tilted leftward at the top of the frame, slightly above a triangle at a similar angle, bound by one more triangle."
11,0,17,,M," Towards the bottom-ish left, is there, like, a triangle that's, like, kind of detached?"
11,0,17,x,D,Yeah.
11,0,18,,D,Diamond at the top.
11,0,18,,D, And then a triangle right below that leading into a rectangle for a body.
11,0,18,,D,And then you have a little swish at the bottom right corner pointing to the right side.
11,0,18,,M,"Okay, what's the highest shape?"
11,0,18,,D,A diamond.
11,0,18,,M,Diamond?
11,0,18,x,D, What was that?
11,0,18,x,D,What's up?
11,0,18,,M,What's the highest shape?
11,0,18,,D,A diamond.
11,0,18,x,M,"Okay, okay, okay."
11,0,18,x,M,One sec.
11,0,18,,M,Diamond.
11,0,18,x,M,Okay.
11,0,18,,M,And it looks like a body?
11,0,18,,D,Yep.
11,0,18,,M,"Okay, on two legs or one leg?"
11,0,18,x,D,Uh...
11,0,18,,D,It kinda looks like a baby.
11,0,18,,D,It doesn't have any legs.
11,0,18,x,D,Um... Oh...
11,0,18,,D," Like, maybe we're wrapped up in a blanket, with its head sticking out of the top, and a portion of the blanket hanging off to the right."
11,0,18,,D,Hands sticking up.
11,0,18,,M,Is there anything on the right side?
11,0,18,,D,A triangle.
11,0,18,,D,At the bottom of the bridge.
11,0,18,,M,A triangle in the bottom right?
11,0,18,x,D,Yup.
11,0,18,,M," Is it, like, just the point facing the right?"
11,0,18,x,M,Repeat that.
11,0,18,,M,Pointing up?
11,0,18,x,D,No.
11,0,18,,M,"So, okay, the, like, the point of the triangle, is it facing the right side?"
11,0,18,x,D,Yeah.
11,0,18,x,D, Okay.
11,0,19,,D," At the top of the brim, there is a very small triangle pointing left, connected to a larger triangle pointing bottom left."
11,0,19,,D,"In the mid portion, there's a diamond on the left side."
11,0,19,x,D,And then...
11,0,19,,D,It looks like a big bunny is trying to read a book.
11,0,19,,M,It looks like a bunny?
11,0,19,x,D,Yeah.
11,0,19,,D,"With a really big right triangle, like, sort of..."
11,0,19,,M," Like, in the bottom left?"
11,0,19,,D,"No, it's not that bunny."
11,0,19,,D,"It looks like an anamorphic bunny standing up, trying to read a book that it's holding to its left side."
11,0,19,,M,"Okay, a really small triangle on the top?"
11,0,19,x,D,Yeah.
11,0,20,,D," Uh, this one looks like somebody's dancing with their head wailing back to the right, their feet pointing to the left, one leg lifted up in the air."
11,0,20,,D,"Uh... What- on what side is, like, the leg- oh, hold on."
11,0,20,,M,Are the feet facing the left?
11,0,20,,D, Yeah.
11,0,20,x,D,Okay.
11,0,20,x,D,Oh.
11,0,21,,D, This one looks kind of like a submarine with a diamond on the top of it.
11,0,21,,D,The highest point.
11,0,22,,D,This one looks like somebody's standing at an altar.
11,0,22,,D,Diamonds at the top forming a head.
11,0,22,,D, into a rectangular body with a triangle at the midsection pointing left and a triangular base okay so the base there's like it's like a triangular base it's not like flat on either side okay yep
11,0,22,,D, And then a small triangle on the right side about midway up.
11,0,23,,D,This one looks kind of like a cactus or a totem pole.
11,0,23,,D,Or like a siren.
11,0,23,,D, It has two triangles facing inward so that they're large and facing outward on either side.
11,0,24,,D,"This one looks like another barn with a silo, but the silo has a big triangular roof on it."
11,0,24,,D, Or a weird chimney that has a triangle on the left side.
11,0,24,,M,Can you say that again?
11,0,24,,D,A house or a barn with a tower on the left side and a triangle pointing up at the top of the tower.
11,0,24,x,D,Okay.
11,0,25,,D," The diamond bottom left kind of looks like a, I don't know, like a gun that's drawn up."
11,0,25,,D,There's a trapezoid at the top with the short side pointing down.
11,0,25,,D,The handle on the left side
11,0,25,,M," Okay, you said diamond bottom left?"
11,0,25,x,D,Yep.
11,0,25,,M,What's the highest shape?
11,0,25,,D,A trapezoid with the larger base pointing up.
11,0,25,,D,It looks like it's pointing to the right.
11,0,25,,M,How big is the diamond?
11,0,25,,D,It's small.
11,0,25,x,D, Uh...
11,0,25,,M,I feel like the only one I've seen of that has a small triangle at the top.
11,0,25,x,M,Uh... Go for it.
11,0,25,x,M,Oh...
11,0,25,x,M,"Wait, okay."
11,0,25,x,M,Um... Is it like...
