game,grid,target_position,role,message_id_num,message
65.0,3.0,chitchat,matcher,6123.0,bam
65.0,3.0,chitchat,describer,6124.0,lol
65.0,3.0,1.0,describer,6125.0,Ok 1 is a person kneeling and facing right with one arm out
65.0,3.0,1.0,matcher,6126.0,yup
65.0,3.0,2.0,describer,6127.0,2 is a woman sitting and facing left with a triangle on her back
65.0,3.0,2.0,matcher,6128.0,yup
65.0,3.0,3.0,describer,6129.0,3 is the flying person
65.0,3.0,3.0,matcher,6130.0,yup
65.0,3.0,4.0,describer,6131.0,4 is the person sitting and facing left that has a detached triangle on their back and a small triangle foot
65.0,3.0,4.0,matcher,6132.0,yup
65.0,3.0,5.0,describer,6133.0,5 is the person sitting towards the left with a turtle shell back
65.0,3.0,5.0,matcher,6134.0,done
65.0,3.0,6.0,describer,6135.0,5 is the person sitting and facing left with high and low detached triangles
65.0,3.0,6.0,matcher,6136.0,yup
65.0,3.0,7.0,describer,6137.0,"7 is the short, square person facing right"
65.0,3.0,7.0,matcher,6138.0,done
65.0,3.0,8.0,describer,6139.0,8 is the person standing on one leg and facing left
65.0,3.0,8.0,matcher,6140.0,yup
65.0,3.0,9.0,describer,6141.0,9 is the person sitting with two triangles on their head
65.0,3.0,9.0,matcher,6142.0,yup
65.0,3.0,10.0,describer,6143.0,10 is the person sitting cross-legged
65.0,3.0,10.0,matcher,6144.0,got it
65.0,3.0,11.0,describer,6145.0,11 is the person walking to the left
65.0,3.0,12.0,matcher,6146.0,and 12 is the robe with sleeves?
65.0,3.0,12.0,describer,6147.0,yes
65.0,3.0,chitchat,matcher,6148.0,cross fingers
65.0,4.0,chitchat,matcher,6149.0,ez
65.0,4.0,chitchat,describer,6150.0,cool lol
65.0,4.0,1.0,describer,6151.0,1 is the person with the robe facing left
65.0,4.0,chitchat,matcher,6152.0,"yea just run throught em, if i have a question ill say it"
65.0,4.0,chitchat,describer,6153.0,ok
65.0,4.0,2.0,describer,6154.0,2 is the person sitting facing left with one detached triangle and small foot
65.0,4.0,3.0,describer,6155.0,3 is the person standing on one lef
65.0,4.0,3.0,describer,6156.0,leg
65.0,4.0,4.0,describer,6157.0,4 is the person sitting cross-legged
65.0,4.0,5.0,describer,6158.0,5 is the person kneeling to the right
65.0,4.0,6.0,describer,6159.0,6 is the short square person
65.0,4.0,7.0,describer,6160.0,7 is the woman sitting with the traiangle on her back
65.0,4.0,8.0,describer,6161.0,8 is the person walking to the left
65.0,4.0,9.0,describer,6162.0,9 is the person with two triangles on their head
65.0,4.0,10.0,describer,6163.0,10 is the person with a turtle shell back
65.0,4.0,11.0,describer,6164.0,11 is the flying person
65.0,4.0,12.0,describer,6165.0,12 is the person with the two detached triangles on their back
65.0,4.0,chitchat,matcher,6166.0,good to go
65.0,5.0,chitchat,describer,6167.0,cool
65.0,5.0,chitchat,matcher,6168.0,easy peasy
65.0,5.0,1.0,describer,6169.0,1 is the person standing on one leg
65.0,5.0,2.0,describer,6170.0,2 the person sitting cross-legged
65.0,5.0,3.0,describer,6171.0,3 is the person walking to the left
65.0,5.0,4.0,describer,6172.0,4 is the person with the robe facing left
65.0,5.0,5.0,describer,6173.0,5 is the person sitting with 2 detached triangles on their back
65.0,5.0,6.0,describer,6174.0,6 is the short square person
65.0,5.0,7.0,describer,6175.0,7 is the person kneeling to the right
65.0,5.0,8.0,describer,6176.0,8 is the person with the turtle shell back
65.0,5.0,9.0,describer,6177.0,9 is the woman facing left with a triangle on her back
65.0,5.0,10.0,describer,6178.0,10 is the flying person
65.0,5.0,11.0,describer,6179.0,11 is the person sitting with the small triangle foot
65.0,5.0,12.0,describer,6180.0,12 is the person with 2 triangles on their head
65.0,5.0,chitchat,matcher,6181.0,1 sec
65.0,5.0,chitchat,matcher,6182.0,ok should be good
65.0,6.0,chitchat,describer,6183.0,cool! one more round
65.0,6.0,chitchat,matcher,6184.0,yea!
65.0,6.0,1.0,describer,6185.0,1 is the person sitting with the small foot
65.0,6.0,2.0,describer,6186.0,2 is the person sitting cross-legged
65.0,6.0,3.0,describer,6187.0,3 is the flying person
65.0,6.0,4.0,describer,6188.0,4 is the person with a turtle shell back
65.0,6.0,5.0,describer,6189.0,5 is the person standing on one leg
65.0,6.0,6.0,describer,6190.0,6 is the person kneeling to the right
65.0,6.0,7.0,describer,6191.0,"7 is the short, square person"
65.0,6.0,8.0,describer,6192.0,8 is the person walking to the left
65.0,6.0,9.0,describer,6193.0,9 is the person with two triangles on their head
65.0,6.0,10.0,describer,6194.0,10 is the person with 2 detached triangles on their back
65.0,6.0,11.0,describer,6195.0,11 is the person with the robe facing left
65.0,6.0,12.0,describer,6196.0,and 12 is the woman with the triangle on her back
65.0,6.0,12.0,matcher,6197.0,yup got it good stuff
53.0,1.0,1.0,describer,6198.0,number one looks like a person standing holding a bowl to their left
53.0,1.0,2.0,describer,6199.0,number two looks like a person kneeling holding a bowl facing right
53.0,1.0,3.0,describer,6200.0,number three looks like a person sitting down facing right with a bow on top of their head
53.0,1.0,3.0,matcher,6201.0,number 3 hold down
53.0,1.0,3.0,matcher,6202.0,should face left?
53.0,1.0,3.0,matcher,6203.0,i got it
53.0,1.0,9.0,describer,6204.0,"ok, cool...i'm going to go for the easiest to describe next...number 9 looks like a person sitting down facing to the left"
53.0,1.0,9.0,describer,6205.0,like they fell asleep
53.0,1.0,5.0,describer,6206.0,5 looks like a person kicking to the right
53.0,1.0,12.0,describer,6207.0,12 looks like a person leaning left and shrugging their arms
53.0,1.0,8.0,describer,6208.0,8 looks like a dog balancing a square on their nose
53.0,1.0,4.0,describer,6209.0,4 looks like a person with someone hanging off their leg to the left
53.0,1.0,6.0,describer,6210.0,6 looks like somebody walking to the left with their arms held up
53.0,1.0,10.0,describer,6211.0,10 is a shape with the triangle off the right side of the square like a hood
53.0,1.0,7.0,describer,6212.0,7 is a shape with only one corner of the triangle touching the shape below it
53.0,1.0,7.0,describer,6213.0,with a right angle on the left side
53.0,1.0,11.0,describer,6214.0,and 11 is really hard to describe
53.0,1.0,11.0,describer,6215.0,"it's similar to 7, but without the right angle on the left side"
53.0,1.0,3.0,matcher,6216.0,number 3 is not clear>?
53.0,1.0,3.0,describer,6217.0,"it's like a person sitting down, facing to the right with their back on the left side, with two triangles that look like a bow or dog ears on top of his head (the square)"
53.0,1.0,3.0,matcher,6218.0,ok
53.0,1.0,6.0,matcher,6219.0,6?
53.0,2.0,1.0,describer,6220.0,1 is the dog balancing the ball (square) on their nose
53.0,2.0,3.0,describer,6221.0,3 is the person that looks like their holding a bowl on their left side
53.0,2.0,5.0,describer,6222.0,"5 is the same as number three last round, with the two triangles like the bow on top of their head"
53.0,2.0,9.0,describer,6223.0,9 is the the one with the person who looks they're holding their arms up shrugging
53.0,2.0,11.0,describer,6224.0,11 is the one that looks like a person sleeping facing to the left (no triangles on their head)...their back would be on the right side
53.0,2.0,12.0,describer,6225.0,12 is the one that looks like they're kicking their leg to the right
53.0,2.0,2.0,describer,6226.0,2 is the one with the person who looks like they have something stuck on their leg
53.0,2.0,4.0,describer,6227.0,"4 is the one that looks like the person is sitting down facing to the right, with a triangle that looks like it's a hood"
53.0,2.0,10.0,describer,6228.0,10 is the one that looks like a person is kneeling while facing to the right
53.0,2.0,8.0,describer,6229.0,"8 is the one that is the person who looks like they are walking to the left, with their head off center and holding their arms up"
53.0,2.0,6.0,describer,6230.0,"and 6 doesn't really look like a person, it's got a straight line going left to right that the square is balancing on top of"
53.0,2.0,7.0,describer,6231.0,"7 doesn't really look like a person either, it's like 6, but without the straight line that the square is balancing on"
53.0,3.0,chitchat,matcher,6232.0,there?
53.0,3.0,chitchat,describer,6233.0,"yes, i'm here"
53.0,3.0,1.0,describer,6234.0,1 is the person with the hood
53.0,3.0,2.0,describer,6235.0,2 is the person shrugging
53.0,3.0,3.0,describer,6236.0,3 is the person kicking behind them
53.0,3.0,4.0,describer,6237.0,4 is the one with the square balanced on the horizontal line
53.0,3.0,5.0,describer,6238.0,5 is the person walking to the left with their arms held in front of them...(honestly...it reminds me of the zombies dancing in the 'Thriller' music video)
53.0,3.0,6.0,describer,6239.0,6 is the dog balancing the square on their nose
53.0,3.0,7.0,describer,6240.0,"7 is the one that is similar to 4, just no straight line that the square is balancing on"
53.0,3.0,8.0,describer,6241.0,8 is the one that looks like a person with something holding on their leg
53.0,3.0,9.0,describer,6242.0,9 is the person sitting down with the triangles that look like a bow on their head
53.0,3.0,10.0,describer,6243.0,10 is the person who is sitting down facing to the left...looks like they fell asleep
53.0,3.0,11.0,describer,6244.0,11 is the person holding a bowl to the left side
53.0,3.0,12.0,describer,6245.0,and 12 looks like the person kneeling in prayer facing to the right
53.0,4.0,1.0,describer,6246.0,1 is the person holding something facing to the right...kneeling like in prayer
53.0,4.0,2.0,describer,6247.0,2 is the one that looks like the person shrugging
53.0,4.0,3.0,describer,6248.0,3 is the person holding a bowl facing on the left side
53.0,4.0,5.0,describer,6249.0,5 is the one that looks like the thriller dance
53.0,4.0,6.0,describer,6250.0,6 is the one that looks like something is holding onto the person's leg
53.0,4.0,7.0,describer,6251.0,"7 is the person who looks like they fell asleep while facing to the left, their head (square is on the right side of the box)"
53.0,4.0,8.0,describer,6252.0,"8 is the one that doesn't look like a person, square balancing on the straight line"
53.0,4.0,9.0,describer,6253.0,9 is the one that looks like the person with the bow/bunny ears
53.0,4.0,10.0,describer,6254.0,10 is the one with the person kicking behind them
53.0,4.0,11.0,describer,6255.0,11 is the one that looks like a person with a hood (triangle behind the square)
53.0,4.0,12.0,describer,6256.0,12 is the dog balancing the square on it's nose
53.0,5.0,1.0,describer,6257.0,1 is the person holding the bowl on the left side
53.0,5.0,2.0,describer,6258.0,2 is the person with the bow (two triangles on top of their head)
53.0,5.0,3.0,describer,6259.0,3 is the person with something holding on their leg
53.0,5.0,4.0,describer,6260.0,4 is the one with the square balancing on a shape (no horizontal line0
53.0,5.0,4.0,describer,6261.0,No horizontal line)
53.0,5.0,5.0,describer,6262.0,5 is the one with the square balanced on the shape with the straight lines
53.0,5.0,6.0,describer,6263.0,6 is the one with the person sitting down with the hood behind them
53.0,5.0,7.0,describer,6264.0,7 is the person sleeping while facing the left
53.0,5.0,8.0,describer,6265.0,8 is the person kneeling while holding something in front of them to the right
53.0,5.0,9.0,describer,6266.0,9 is the person leaning to the left while shrugging
53.0,5.0,10.0,describer,6267.0,10 is the thriller dance guy facing left
53.0,5.0,11.0,describer,6268.0,11 is the dog balancing the square on it's nose
53.0,5.0,12.0,describer,6269.0,12 is the person kicking to the right
53.0,6.0,1.0,describer,6270.0,1 is the dog balancing the square
53.0,6.0,2.0,describer,6271.0,2 is the person with the hood
53.0,6.0,3.0,describer,6272.0,3 is the person kicking to the right
53.0,6.0,4.0,describer,6273.0,4 is the square balancing on the straight line
53.0,6.0,5.0,describer,6274.0,5 is the person kneeling facing to the right
53.0,6.0,6.0,describer,6275.0,6 is the thriller dance guy
53.0,6.0,7.0,describer,6276.0,7 is the guy leaning left while shrugging
53.0,6.0,8.0,describer,6277.0,8 is the person holding a bowl on the left side
53.0,6.0,9.0,describer,6278.0,9 is the person with someone hanging off their legs
53.0,6.0,10.0,describer,6279.0,10 is the person with the bow in their hair
53.0,6.0,11.0,describer,6280.0,11 is the person who fell asleep on the right side of the box
53.0,6.0,12.0,describer,6281.0,12 is the square balancing without a straight line
45.0,1.0,chitchat,describer,6282.0,alright
45.0,1.0,chitchat,describer,6283.0,are you there?
45.0,1.0,chitchat,matcher,6284.0,yes
45.0,1.0,1.0,describer,6285.0,ill start from the upper left hand corner
45.0,1.0,1.0,describer,6286.0,#1 looks like a claw
45.0,1.0,1.0,describer,6287.0,"or a person holding their arms out to the sky, while leaning left"
45.0,1.0,1.0,matcher,6288.0,okay got it
45.0,1.0,1.0,describer,6289.0,awesome!
45.0,1.0,2.0,describer,6290.0,ok next one is boring
45.0,1.0,2.0,describer,6291.0,it looks like a person sitting
45.0,1.0,2.0,describer,6292.0,this one has a square for a head
45.0,1.0,2.0,describer,6293.0,and is nearly symmetrical
45.0,1.0,2.0,describer,6294.0,"except at the bottom, there is a triangle on the right"
45.0,1.0,2.0,describer,6295.0,"i know its confusing but basically, it looks like a blob, with a square head on top and a little triangle sticking out on the right"
45.0,1.0,7.0,matcher,6296.0,the person's feet are too the left and the head is in the upper right corner?
45.0,1.0,2.0,describer,6297.0,nope
45.0,1.0,2.0,describer,6298.0,this one is more 'simple' than those
45.0,1.0,7.0,describer,6299.0,"actually, the one you were talking about"
45.0,1.0,7.0,describer,6300.0,"the head in the upper right, and the feet to the left"
45.0,1.0,7.0,describer,6301.0,"that looks like a person sitting down, right?"
45.0,1.0,7.0,matcher,6302.0,yes like a fat person sitting down well defined
45.0,1.0,7.0,describer,6303.0,haha yea
45.0,1.0,7.0,describer,6304.0,that is #7
45.0,1.0,chitchat,describer,6305.0,i think its easier if i just get the easy ones out of the way
45.0,1.0,2.0,describer,6306.0,so we WERE talking about #2
45.0,1.0,2.0,describer,6307.0,but lets skip #2
45.0,1.0,3.0,describer,6307.0,and #3
45.0,1.0,7.0,matcher,6308.0,wait which position it is the fat person lying down?
45.0,1.0,7.0,describer,6309.0,#7
45.0,1.0,7.0,matcher,6310.0,okay got it
45.0,1.0,chitchat,describer,6311.0,ok so i think i can describe the others easy
45.0,1.0,4.0,describer,6312.0,#4 looks like a rabbit
45.0,1.0,4.0,describer,6313.0,two triangle ears on top of a square head
45.0,1.0,4.0,describer,6314.0,and a triangle for the body
45.0,1.0,4.0,matcher,6315.0,okay got it the rabbit is looking to the right
45.0,1.0,4.0,describer,6316.0,yeah
45.0,1.0,10.0,describer,6317.0,#10 looks like a ballerina or ice skater
45.0,1.0,10.0,matcher,6318.0,got it she has her leg streched out
45.0,1.0,10.0,describer,6319.0,yeah
45.0,1.0,9.0,describer,6320.0,"#9 looks like s person with a robe on, who is putting their arm out to the left"
45.0,1.0,9.0,describer,6321.0,like a priest or something
45.0,1.0,9.0,matcher,6322.0,got it he has a square head
45.0,1.0,9.0,describer,6323.0,yeah
45.0,1.0,12.0,describer,6324.0,"#12 looks like #9, except that they are looking right, and they are kneeling"
45.0,1.0,12.0,describer,6325.0,HOWEVER... there are 2 figures that look like that
45.0,1.0,12.0,describer,6326.0,"the one that looks less messed up, with cleaner linles"
45.0,1.0,12.0,describer,6327.0,lines* goes to #12
45.0,1.0,12.0,describer,6328.0,"the one that looks more human, is #12"
45.0,1.0,12.0,matcher,6329.0,is the figure on its knees or just bending at the knees
45.0,1.0,12.0,describer,6330.0,"hmm, bending at the knees, good point"
45.0,1.0,12.0,matcher,6331.0,okay got it
45.0,1.0,6.0,describer,6332.0,"the one that is very similar, on their knees"
45.0,1.0,6.0,describer,6333.0,is #6
45.0,1.0,6.0,matcher,6334.0,okay got it
45.0,1.0,8.0,describer,6335.0,so #8 kind of looks like a person
45.0,1.0,8.0,describer,6336.0,like a midget version of #9
45.0,1.0,8.0,describer,6337.0,but facing right
45.0,1.0,8.0,matcher,6338.0,need a little more?
45.0,1.0,8.0,describer,6339.0,hmm
45.0,1.0,8.0,describer,6340.0,#8 has a square head
45.0,1.0,8.0,describer,6341.0,and it is pointing out strongly near the shoulder and the 'foot'
45.0,1.0,8.0,describer,6342.0,the overall body is a rectangle
45.0,1.0,8.0,describer,6343.0,up and down
45.0,1.0,8.0,matcher,6344.0,It think I got it
45.0,1.0,8.0,describer,6345.0,ok
45.0,1.0,2.0,describer,6346.0,#2 looks like #8
45.0,1.0,2.0,describer,6347.0,"square head, no arms or anythign sticking out"
45.0,1.0,2.0,describer,6348.0,just a square on a rectangle
45.0,1.0,2.0,matcher,6349.0,what does the feet look like
45.0,1.0,2.0,describer,6350.0,a small triangle jutting out slightly to the right
45.0,1.0,2.0,matcher,6351.0,okay got it
45.0,1.0,3.0,describer,6352.0,so #3
45.0,1.0,3.0,describer,6353.0,doenst look like a person at all
45.0,1.0,3.0,describer,6354.0,there is a square resting on two triangles
45.0,1.0,3.0,describer,6355.0,well ill explain simplere
45.0,1.0,5.0,describer,6356.0,#5 looks like a person witwh outstretched arms
45.0,1.0,11.0,describer,6357.0,#11 looks like a person standing on one leg with his head looking to the right
45.0,1.0,11.0,matcher,6358.0,okay I got 11
45.0,1.0,5.0,matcher,6358.0,and 5
45.0,1.0,3.0,describer,6359.0,ok so i think #3 is the only one left then
45.0,1.0,chitchat,describer,6360.0,so to recap...
45.0,1.0,2.0,describer,6361.0,"#1 is claw,"
45.0,1.0,3.0,describer,6361.0,"#2 is human blob,"
45.0,1.0,4.0,describer,6361.0,#3 is square on 2 tirangles
45.0,1.0,5.0,describer,6362.0,#4 is rabbit
45.0,1.0,5.0,describer,6363.0,"#5 is person with stretched arms,"
45.0,1.0,6.0,describer,6363.0,"#6 is person on their knees,"
45.0,1.0,7.0,describer,6363.0,#7 is sitting person with feet to the left
45.0,1.0,8.0,describer,6364.0,#8 looks like an imcomplete version of
45.0,1.0,9.0,describer,6364.0,#9 ( robed person with arm stretching to the left )
45.0,1.0,10.0,describer,6365.0,#10 is figure skater
45.0,1.0,11.0,describer,6366.0,#11 is standing on one leg
45.0,1.0,12.0,describer,6367.0,and #12 is person has bent knees
45.0,1.0,9.0,matcher,6368.0,okay got it just to confirm 9 arms are pointing the left?
45.0,1.0,9.0,describer,6369.0,yup
45.0,2.0,chitchat,matcher,6370.0,hello
45.0,2.0,chitchat,describer,6371.0,hello
45.0,2.0,chitchat,describer,6372.0,"so we havent met before, have we?"
45.0,2.0,chitchat,matcher,6373.0,I don't think so. Shall we begin?
45.0,2.0,chitchat,describer,6374.0,yes
45.0,2.0,1.0,describer,6375.0,#1 is a claw
45.0,2.0,9.0,describer,6376.0,#9 is a ballerina / figure skater
45.0,2.0,5.0,describer,6377.0,"#5 is a person sitting down, feet stretched to the left"
45.0,2.0,7.0,describer,6378.0,#7 looks like a rabbit ( kind of )
45.0,2.0,2.0,describer,6379.0,"#2 looks like a person standing on one leg, looking to the right ( if their head is the square )"
45.0,2.0,10.0,describer,6380.0,"#10 looks like a person sitting on their knees, whereas #11 looks like a person who has bent knees"
45.0,2.0,12.0,describer,6381.0,#12 looks like... a potato
45.0,2.0,6.0,describer,6382.0,#6 looks like a person with outstretched arms
45.0,2.0,6.0,describer,6383.0,stretching to the right
45.0,2.0,6.0,describer,6384.0,anything confusing yet?
45.0,2.0,6.0,matcher,6385.0,I got it keep going
45.0,2.0,8.0,describer,6386.0,#8 looks similar to #12
45.0,2.0,8.0,describer,6387.0,except little pointy triangles pointing to the right
45.0,2.0,4.0,describer,6388.0,#4 doesnt look like a person. just a square on 2 triangles
45.0,2.0,4.0,describer,6389.0,that should be it
45.0,2.0,9.0,matcher,6390.0,just to confirm 2 look like a person on one leg looking left like a ballerina?
45.0,2.0,9.0,describer,6391.0,"no, that is #9"
45.0,2.0,2.0,describer,6392.0,"#2 is also a person on one leg, but their head is on the right side of the body"
45.0,2.0,2.0,matcher,6393.0,2 head is near the upper right hand corner
45.0,2.0,9.0,matcher,6393.0,9 head is near the upper left corner is that correct?
45.0,2.0,9.0,describer,6394.0,yes
45.0,2.0,9.0,matcher,6395.0,okay glad I asked
45.0,2.0,4.0,matcher,6396.0,one more question
45.0,2.0,4.0,matcher,6397.0,describe 4 again
45.0,2.0,4.0,describer,6398.0,4 is weird
45.0,2.0,4.0,describer,6399.0,on top is a square
45.0,2.0,4.0,describer,6400.0,"and below it, and to the right is a distinct triangle"
45.0,2.0,4.0,describer,6401.0,it hardly touches the square on top
45.0,2.0,4.0,matcher,6402.0,okay got it
45.0,2.0,chitchat,matcher,6403.0,I going to press the submit button
45.0,2.0,chitchat,describer,6404.0,alrigt
45.0,3.0,chitchat,matcher,6405.0,hello
45.0,3.0,chitchat,describer,6406.0,hi
45.0,3.0,chitchat,describer,6407.0,ready?
45.0,3.0,chitchat,matcher,6408.0,yes
45.0,3.0,2.0,describer,6409.0,"#2 looks like a potato,"
45.0,3.0,3.0,describer,6409.0,#3 looks like a robed figure with its arms to the left
45.0,3.0,5.0,describer,6410.0,"#5 looks like a person sitting down with his feet to the left,"
45.0,3.0,6.0,describer,6410.0,#6 looks like a person stretching both arms to the right
45.0,3.0,7.0,describer,6411.0,"#7 looks like a person kneeling on their knees, and is similar to #9"
45.0,3.0,9.0,describer,6412.0,#9 is bent at the knees
45.0,3.0,8.0,describer,6413.0,8 is a rabbit
45.0,3.0,10.0,describer,6414.0,"10 looks similar to 2 except it has a triangle at the top pointing to the right, and a triangle at the bottom pointing to the right"
45.0,3.0,10.0,describer,6415.0,you could say it has stubby arms and feet pointing ot the right
45.0,3.0,11.0,describer,6416.0,11 is a ballerina
45.0,3.0,12.0,describer,6417.0,12 is a claw
45.0,3.0,chitchat,describer,6418.0,any of those confusing?
45.0,3.0,2.0,matcher,6419.0,can you describe 2 again
45.0,3.0,2.0,describer,6420.0,"square on top, looks like a big lump. it has a triangle at the bottom right sticking out a little bit"
45.0,3.0,2.0,describer,6421.0,if i were to call it anything id say it was a potato-man
45.0,3.0,2.0,matcher,6422.0,okay got it
45.0,3.0,chitchat,describer,6423.0,any left over?
45.0,3.0,3.0,matcher,6424.0,please describe 3 again
45.0,3.0,3.0,describer,6425.0,"3 looks like a person with arms stretched out the left. the hand sticks out but the arm seems fat, so it kind of looks like they are wearing a robe"
45.0,3.0,3.0,describer,6426.0,the foot is pointing left as well
45.0,3.0,1.0,matcher,6427.0,umm please describe one
45.0,3.0,1.0,describer,6428.0,"actually, one looks like a mouse looking to the left"
45.0,3.0,1.0,describer,6429.0,one of its ears is a square
45.0,3.0,1.0,describer,6430.0,the other one is a triangle
45.0,3.0,10.0,matcher,6431.0,okay please describe 10
45.0,3.0,10.0,describer,6432.0,10 looks like 3
45.0,3.0,10.0,describer,6433.0,"except a shorter version, and its hands / feet are pointing to the right"
45.0,3.0,4.0,matcher,6434.0,okay one last question please describe 4
45.0,3.0,4.0,describer,6435.0,4 is the only one left i think
45.0,3.0,4.0,describer,6436.0,"its a person on one foot, but with his head in the upper right hand corner"
45.0,3.0,11.0,describer,6437.0,the other human figure standing on one leg REALLY looks like a ballerina
45.0,3.0,11.0,describer,6438.0,but that is 11
45.0,3.0,4.0,describer,6439.0,"so 4 is just a regular guy looking to the right, standing on one leg"
45.0,3.0,4.0,matcher,6440.0,okay I think I got them all
45.0,3.0,chitchat,describer,6441.0,ok
45.0,3.0,chitchat,matcher,6442.0,I am going to press the submit button
45.0,3.0,chitchat,describer,6443.0,alright
45.0,4.0,chitchat,matcher,6444.0,hello
45.0,4.0,chitchat,describer,6445.0,hi
45.0,4.0,chitchat,describer,6446.0,lets get started
45.0,4.0,chitchat,matcher,6447.0,okay
45.0,4.0,10.0,describer,6448.0,"10 is a ballerina,"
45.0,4.0,2.0,describer,6448.0,2 is a claw
45.0,4.0,6.0,describer,6449.0,6.0
45.0,4.0,7.0,describer,6449.0,and 7 look very similar
45.0,4.0,6.0,describer,6450.0,6 is a person bent at the knees
45.0,4.0,7.0,describer,6451.0,7 is a person kneeling on their knees
45.0,4.0,12.0,describer,6452.0,"12 looks like a rabbit, with a big triangle for its body pointing to the right"
45.0,4.0,5.0,describer,6453.0,"5 looks like a person sitting down, legs pointing to the left"
45.0,4.0,1.0,describer,6454.0,"1 looks like a mouse looking up to the left, and it has 2 ears. the left ear is a square, the right ear is a triangle"
45.0,4.0,2.0,describer,6455.0,3 looks like a person with hands / feet pointing to the left
45.0,4.0,11.0,describer,6456.0,"11 looks like a shorter version of 3, with short hands/ feet pointing to the right"
45.0,4.0,9.0,describer,6457.0,9 looks like a lump
45.0,4.0,9.0,describer,6458.0,like a potato
45.0,4.0,4.0,describer,6459.0,4 is a person with 2 arms stretching out to the right
45.0,4.0,8.0,describer,6460.0,"8 is one one leg, but looks like a regular person. his head is on the upper-right of the figure"
45.0,4.0,chitchat,describer,6461.0,any of these confusing?
45.0,4.0,chitchat,matcher,6462.0,I think I got it
45.0,4.0,chitchat,describer,6463.0,alright
45.0,4.0,11.0,matcher,6464.0,please describe 11 one more time
45.0,4.0,3.0,matcher,6464.0,and 3
45.0,4.0,3.0,describer,6465.0,3 is looking to the left
45.0,4.0,11.0,describer,6466.0,11 is looking to the right
45.0,4.0,11.0,describer,6467.0,they look similar
45.0,4.0,6.0,matcher,6468.0,please describe 6
45.0,4.0,7.0,matcher,6468.0,and 7
45.0,4.0,6.0,describer,6469.0,"6 is bent at the knees,"
45.0,4.0,7.0,describer,6469.0,"7 is kneeling, almost looks like he/she is wearing a dress"
45.0,4.0,7.0,describer,6470.0,bedcause its bigger at the bottom
45.0,4.0,7.0,matcher,6471.0,okay got it I going to press the submit button
45.0,4.0,chitchat,describer,6472.0,ok
45.0,5.0,chitchat,matcher,6473.0,hello
45.0,5.0,chitchat,describer,6474.0,hi
45.0,5.0,chitchat,describer,6475.0,lets get started
45.0,5.0,1.0,matcher,6476.0,okay can we go in order from 1
45.0,5.0,1.0,describer,6477.0,1 is a person with legs pointing to the left
45.0,5.0,2.0,describer,6478.0,2 is hard to describe without ruling out the others
45.0,5.0,3.0,describer,6479.0,3 is a ballerina
45.0,5.0,4.0,describer,6480.0,"4 is a person with arms stretched out to the right,"
45.0,5.0,5.0,describer,6480.0,5 is a person bent at the knees. 5 looks like a woman in a dress kneeling down and looking to the right
45.0,5.0,12.0,describer,6481.0,"12 is very similar to 5, except you can see the legs clearly"
45.0,5.0,6.0,describer,6482.0,6 looks like a robed man with hands pointing to the left and feet pointing to the left
45.0,5.0,7.0,describer,6483.0,7 is a claw
45.0,5.0,9.0,describer,6484.0,9 is a potato
45.0,5.0,10.0,describer,6485.0,"10 looks like a mouse looking to the left, with 2 ears. the left ear is a square, the right ear is a triangle"
45.0,5.0,11.0,describer,6486.0,11 is a rabbit
45.0,5.0,8.0,describer,6487.0,8 looks like a person standing on one leg with his head at the upper-right corner of the body
45.0,5.0,chitchat,describer,6488.0,which of these is confusing?
45.0,5.0,2.0,matcher,6489.0,2.0
45.0,5.0,2.0,describer,6490.0,2 is very box-y on its left edge and its upper edge
45.0,5.0,2.0,describer,6491.0,and it has triangles on the upper-right and lower-right pointing to the right
45.0,5.0,2.0,describer,6492.0,of all the figures it looks most like a rectangle
45.0,5.0,10.0,matcher,6493.0,does it look like a mouse with square and triangle ears?
45.0,5.0,10.0,describer,6494.0,no
45.0,5.0,10.0,describer,6495.0,the mouse is 10
45.0,5.0,11.0,describer,6496.0,its nex to the rabbit
45.0,5.0,11.0,describer,6497.0,11 is rabbit
45.0,5.0,2.0,matcher,6498.0,what is the difference between 2
45.0,5.0,9.0,matcher,6498.0,and 9
45.0,5.0,2.0,describer,6499.0,2 is a rectangle.
45.0,5.0,9.0,describer,6499.0,9 is a potato
45.0,5.0,chitchat,matcher,6500.0,okay I think I got it I am pressing the submit button
45.0,5.0,chitchat,describer,6501.0,ok
45.0,6.0,chitchat,matcher,6502.0,hello
45.0,6.0,chitchat,describer,6503.0,hi
45.0,6.0,chitchat,describer,6504.0,lets get started
45.0,6.0,chitchat,describer,6505.0,ill descreibe them all and any confusing one's we will go over in detail
45.0,6.0,2.0,describer,6506.0,2 is a person sitting down with legs to the left
45.0,6.0,3.0,describer,6507.0,3 is a person with outstretched arms to the right
45.0,6.0,4.0,describer,6508.0,4 is a mouse with a square ear on top and a triangle ear to the right ( and the mouse is looking left )
45.0,6.0,5.0,describer,6509.0,5 looks like person standing on one leg and his square head is on the upper-right corner of his body
45.0,6.0,6.0,describer,6510.0,"6 looks like a potato with a square on top. it has a small triangle attached to the body at the lower-right, and its pointing right"
45.0,6.0,7.0,describer,6511.0,7 looks like a woman kneeling
45.0,6.0,8.0,describer,6512.0,8 looks like a man bent at the knees
45.0,6.0,9.0,describer,6513.0,9 looks like a priest / robed figure with arms / feet pointing to the left
