id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,correct,correctLastChangedAt,director,directorLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,matcher,matcherLastChangedAt,numTrials,numTrialsLastChangedAt,repNum,repNumLastChangedAt,reps,repsLastChangedAt,response,responseLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,tangramURLs,tangramURLsLastChangedAt,target,targetLastChangedAt,targetNum,targetNumLastChangedAt,trialNum,trialNumLastChangedAt
01JH6EJZW6TB85Q90Y0B0XJFGF,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:12:38.53497351Z,,,,,,,false,2025-01-09T21:12:38.53497351Z,01JH6E1C2DWXZEMQ1NCYN91YQD,2025-01-09T21:12:38.53497351Z,41,2025-01-09T21:12:38.53497351Z,,,65,2025-01-09T21:12:38.53497351Z,2,2025-01-09T21:12:38.53497351Z,4,2025-01-09T21:12:38.53497351Z,,,2,2025-01-09T21:12:39.119748584Z,false,2025-01-09T21:12:38.53497351Z,"[""/tangrams/270_31.png"",""/tangrams/195_31.png"",""/tangrams/195_260.png"",""/tangrams/270_260.png""]",2025-01-09T21:12:38.53497351Z,/tangrams/270_31.png,2025-01-09T21:12:38.53497351Z,10,2025-01-09T21:12:38.53497351Z,41,2025-01-09T21:12:38.53497351Z
01JH6F1CG502AFWE1ZA4CPWC2M,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:20:30.213589129Z,"[{""text"":""Diamond in the middle"",""sender"":{""id"":""01JH6END8AY64F01KZ0D9HPJTX"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""With big black arrow on left pointing at it?"",""sender"":{""id"":""01JH6ERVZCNV0ZX1CZCZJPRDM6"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""On right."",""sender"":{""id"":""01JH6ERVZCNV0ZX1CZCZJPRDM6"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""ye on right"",""sender"":{""id"":""01JH6END8AY64F01KZ0D9HPJTX"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:42:46.384380144Z,true,2025-01-09T21:42:51.567906809Z,01JH6END8AY64F01KZ0D9HPJTX,2025-01-09T21:42:06.677208075Z,true,2025-01-09T21:42:51.55405376Z,01JH6EG3TQ8S1K1RV6SD3SZ300,2025-01-09T21:20:30.213589129Z,35,2025-01-09T21:20:30.213589129Z,01JH6ERVZCNV0ZX1CZCZJPRDM6,2025-01-09T21:42:06.677208075Z,65,2025-01-09T21:20:30.213589129Z,2,2025-01-09T21:20:30.213589129Z,4,2025-01-09T21:20:30.213589129Z,/tangrams/248_113.png,2025-01-09T21:42:51.567906809Z,2,2025-01-09T21:20:31.202301759Z,true,2025-01-09T21:42:06.624588364Z,"[""/tangrams/191_232.png"",""/tangrams/459_414.png"",""/tangrams/248_113.png"",""/tangrams/384_229.png""]",2025-01-09T21:20:30.213589129Z,/tangrams/248_113.png,2025-01-09T21:20:30.213589129Z,4,2025-01-09T21:20:30.213589129Z,35,2025-01-09T21:20:30.213589129Z
01JH6F1CKESX9P0SQ2JBC58YJC,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:20:30.318050566Z,"[{""text"":""white  line"",""sender"":{""id"":""01JH6END8AY64F01KZ0D9HPJTX"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""Looks like the old Playboy symbol"",""sender"":{""id"":""01JH6ERVZCNV0ZX1CZCZJPRDM6"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:49:08.12604873Z,true,2025-01-09T21:49:13.606077686Z,01JH6END8AY64F01KZ0D9HPJTX,2025-01-09T21:48:57.943664612Z,true,2025-01-09T21:49:13.588026887Z,01JH6EG3TQ8S1K1RV6SD3SZ300,2025-01-09T21:20:30.318050566Z,55,2025-01-09T21:20:30.318050566Z,01JH6ERVZCNV0ZX1CZCZJPRDM6,2025-01-09T21:48:57.943664612Z,65,2025-01-09T21:20:30.318050566Z,3,2025-01-09T21:20:30.318050566Z,4,2025-01-09T21:20:30.318050566Z,/tangrams/342_200.png,2025-01-09T21:49:13.606077686Z,2,2025-01-09T21:20:31.701247404Z,true,2025-01-09T21:48:57.894520095Z,"[""/tangrams/368_405.png"",""/tangrams/342_200.png"",""/tangrams/223_140.png"",""/tangrams/84_135.png""]",2025-01-09T21:20:30.318050566Z,/tangrams/342_200.png,2025-01-09T21:20:30.318050566Z,8,2025-01-09T21:20:30.318050566Z,55,2025-01-09T21:20:30.318050566Z
01JH6F8CNWNEA73SXHT8884RXQ,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:24:19.772635102Z,"[{""text"":""nice"",""sender"":{""id"":""01JH6F574WP0SZKEN1DPSE22J9"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""white shape in the middle"",""sender"":{""id"":""01JH6EEC3WABBJNBJCT7B0GK4K"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:29:03.327988275Z,true,2025-01-09T21:29:07.758507983Z,01JH6EEC3WABBJNBJCT7B0GK4K,2025-01-09T21:28:40.296311027Z,true,2025-01-09T21:29:07.746209903Z,01JH6EG3TSBYEJ9FEXT82YTFWY,2025-01-09T21:24:19.772635102Z,7,2025-01-09T21:24:19.772635102Z,01JH6F574WP0SZKEN1DPSE22J9,2025-01-09T21:28:40.296311027Z,65,2025-01-09T21:24:19.772635102Z,0,2025-01-09T21:24:19.772635102Z,4,2025-01-09T21:24:19.772635102Z,/tangrams/63_408.png,2025-01-09T21:29:07.758507983Z,2,2025-01-09T21:24:20.34213577Z,true,2025-01-09T21:28:40.257236446Z,"[""/tangrams/415_272.png"",""/tangrams/65_48.png"",""/tangrams/193_61.png"",""/tangrams/63_408.png""]",2025-01-09T21:24:19.772635102Z,/tangrams/63_408.png,2025-01-09T21:24:19.772635102Z,8,2025-01-09T21:24:19.772635102Z,7,2025-01-09T21:24:19.772635102Z
01JH6F8CVDEEQVZ57EVNYGAR3F,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:24:19.949458285Z,"[{""text"":""white shape in the middle"",""sender"":{""id"":""01JH6EEC3WABBJNBJCT7B0GK4K"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:53:00.432123874Z,true,2025-01-09T21:53:05.70667252Z,01JH6EEC3WABBJNBJCT7B0GK4K,2025-01-09T21:52:48.109701506Z,true,2025-01-09T21:53:05.688888562Z,01JH6EG3TSBYEJ9FEXT82YTFWY,2025-01-09T21:24:19.949458285Z,57,2025-01-09T21:24:19.949458285Z,01JH6F574WP0SZKEN1DPSE22J9,2025-01-09T21:52:48.109701506Z,65,2025-01-09T21:24:19.949458285Z,3,2025-01-09T21:24:19.949458285Z,4,2025-01-09T21:24:19.949458285Z,/tangrams/63_408.png,2025-01-09T21:53:05.70667252Z,2,2025-01-09T21:24:21.791266422Z,true,2025-01-09T21:52:48.049203793Z,"[""/tangrams/415_48.png"",""/tangrams/193_61.png"",""/tangrams/65_272.png"",""/tangrams/63_408.png""]",2025-01-09T21:24:19.949458285Z,/tangrams/63_408.png,2025-01-09T21:24:19.949458285Z,10,2025-01-09T21:24:19.949458285Z,57,2025-01-09T21:24:19.949458285Z
01JH6EFPKJZY2X7K7ADZYS12XW,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:10:50.738711516Z,"[{""text"":""left and right triangles, 2 legs"",""sender"":{""id"":""01JH6EAE9YQ1PSVJ4DGM6PTES5"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:23:23.662328263Z,true,2025-01-09T21:23:31.081136435Z,01JH6EAE9YQ1PSVJ4DGM6PTES5,2025-01-09T21:23:08.443874242Z,true,2025-01-09T21:23:31.070153244Z,01JH6E12CYJK257E7E3BVNY8KC,2025-01-09T21:10:50.738711516Z,20,2025-01-09T21:10:50.738711516Z,01JH6E9N7GMFHE539DP5PKP7GT,2025-01-09T21:23:08.443874242Z,65,2025-01-09T21:10:50.738711516Z,1,2025-01-09T21:10:50.738711516Z,4,2025-01-09T21:10:50.738711516Z,/tangrams/204_405.png,2025-01-09T21:23:31.081136435Z,2,2025-01-09T21:10:51.068771269Z,true,2025-01-09T21:23:08.371397534Z,"[""/tangrams/204_367.png"",""/tangrams/281_405.png"",""/tangrams/281_367.png"",""/tangrams/204_405.png""]",2025-01-09T21:10:50.738711516Z,/tangrams/204_405.png,2025-01-09T21:10:50.738711516Z,5,2025-01-09T21:10:50.738711516Z,20,2025-01-09T21:10:50.738711516Z
01JH6EFPMFHXYV5A5CNMXQKXV6,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:10:50.767935847Z,"[{""text"":""triangle up top, box on the right. Biggest black bottom going to the right"",""sender"":{""id"":""01JH6E9N7GMFHE539DP5PKP7GT"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:20:03.333870763Z,true,2025-01-09T21:20:15.647294938Z,01JH6E9N7GMFHE539DP5PKP7GT,2025-01-09T21:19:37.975660041Z,true,2025-01-09T21:20:15.63879869Z,01JH6E12CYJK257E7E3BVNY8KC,2025-01-09T21:10:50.767935847Z,13,2025-01-09T21:10:50.767935847Z,01JH6EAE9YQ1PSVJ4DGM6PTES5,2025-01-09T21:19:37.975660041Z,65,2025-01-09T21:10:50.767935847Z,0,2025-01-09T21:10:50.767935847Z,4,2025-01-09T21:10:50.767935847Z,/tangrams/467_367.png,2025-01-09T21:20:15.647294938Z,2,2025-01-09T21:10:50.997131304Z,true,2025-01-09T21:19:37.945465499Z,"[""/tangrams/467_367.png"",""/tangrams/467_145.png"",""/tangrams/366_145.png"",""/tangrams/366_367.png""]",2025-01-09T21:10:50.767935847Z,/tangrams/467_367.png,2025-01-09T21:10:50.767935847Z,14,2025-01-09T21:10:50.767935847Z,13,2025-01-09T21:10:50.767935847Z
01JH6EPJZZ6E65A5WPHZDJPVXW,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:14:36.415825575Z,"[{""text"":""a triangle on a block like the top of a chimnet"",""sender"":{""id"":""01JH6EESMW57FWEFHKRVJSTWEF"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""chimney"",""sender"":{""id"":""01JH6EESMW57FWEFHKRVJSTWEF"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:17:20.839012032Z,true,2025-01-09T21:17:27.46776399Z,01JH6EESMW57FWEFHKRVJSTWEF,2025-01-09T21:16:47.751926726Z,true,2025-01-09T21:17:27.459897974Z,01JH6E1C2BP6ZGXRXBA6P1DY1H,2025-01-09T21:14:36.415825575Z,2,2025-01-09T21:14:36.415825575Z,01JH6EC4K4M4WYP4PHMWA4Z0JD,2025-01-09T21:16:47.751926726Z,65,2025-01-09T21:14:36.415825575Z,0,2025-01-09T21:14:36.415825575Z,4,2025-01-09T21:14:36.415825575Z,/tangrams/349_147.png,2025-01-09T21:17:27.46776399Z,2,2025-01-09T21:14:36.651157797Z,true,2025-01-09T21:16:47.718695297Z,"[""/tangrams/415_424.png"",""/tangrams/349_147.png"",""/tangrams/242_459.png"",""/tangrams/20_255.png""]",2025-01-09T21:14:36.415825575Z,/tangrams/349_147.png,2025-01-09T21:14:36.415825575Z,3,2025-01-09T21:14:36.415825575Z,2,2025-01-09T21:14:36.415825575Z
01JH6EPK0ZY055Z59CFDPTJXDH,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:14:36.447436505Z,,,,,,,false,2025-01-09T21:14:36.447436505Z,01JH6E1C2BP6ZGXRXBA6P1DY1H,2025-01-09T21:14:36.447436505Z,31,2025-01-09T21:14:36.447436505Z,,,65,2025-01-09T21:14:36.447436505Z,1,2025-01-09T21:14:36.447436505Z,4,2025-01-09T21:14:36.447436505Z,,,2,2025-01-09T21:14:37.11270921Z,false,2025-01-09T21:14:36.447436505Z,"[""/tangrams/103_79.png"",""/tangrams/118_74.png"",""/tangrams/51_191.png"",""/tangrams/394_404.png""]",2025-01-09T21:14:36.447436505Z,/tangrams/51_191.png,2025-01-09T21:14:36.447436505Z,16,2025-01-09T21:14:36.447436505Z,31,2025-01-09T21:14:36.447436505Z
01JH6EQTZ2CSKPHX49RJ0RXCSC,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:15:17.34686357Z,"[{""text"":""is anyone out there?"",""sender"":{""id"":""01JH6ECDF9X659VR9CMKP04EW8"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:17:40.598338023Z,false,2025-01-09T21:18:32.749841347Z,01JH6EEGR6R4XBJ3VBD2TA0FJ8,2025-01-09T21:17:29.581354593Z,true,2025-01-09T21:18:32.742258023Z,01JH6E1C2DWXZEMQ1NDGSW5GAF,2025-01-09T21:15:17.34686357Z,2,2025-01-09T21:15:17.34686357Z,01JH6ECDF9X659VR9CMKP04EW8,2025-01-09T21:17:29.581354593Z,65,2025-01-09T21:15:17.34686357Z,0,2025-01-09T21:15:17.34686357Z,4,2025-01-09T21:15:17.34686357Z,,2025-01-09T21:18:32.749841347Z,2,2025-01-09T21:15:17.595977223Z,true,2025-01-09T21:17:29.553766745Z,"[""/tangrams/371_156.png"",""/tangrams/204_464.png"",""/tangrams/226_50.png"",""/tangrams/237_373.png""]",2025-01-09T21:15:17.34686357Z,/tangrams/204_464.png,2025-01-09T21:15:17.34686357Z,3,2025-01-09T21:15:17.34686357Z,2,2025-01-09T21:15:17.34686357Z
01JH6EQV3QJG3KR8GSHRH4ZVVR,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:15:17.495922636Z,,,,,,,false,2025-01-09T21:15:17.495922636Z,01JH6E1C2DWXZEMQ1NDGSW5GAF,2025-01-09T21:15:17.495922636Z,27,2025-01-09T21:15:17.495922636Z,,,65,2025-01-09T21:15:17.495922636Z,1,2025-01-09T21:15:17.495922636Z,4,2025-01-09T21:15:17.495922636Z,,,2,2025-01-09T21:15:18.08249124Z,false,2025-01-09T21:15:17.495922636Z,"[""/tangrams/371_156.png"",""/tangrams/226_373.png"",""/tangrams/204_464.png"",""/tangrams/237_50.png""]",2025-01-09T21:15:17.495922636Z,/tangrams/371_156.png,2025-01-09T21:15:17.495922636Z,12,2025-01-09T21:15:17.495922636Z,27,2025-01-09T21:15:17.495922636Z
01JH6F8CWY5GGQEY5AJSKP0SC5,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:24:19.998252091Z,"[{""text"":""2 triangle legs square top"",""sender"":{""id"":""01JH6F574WP0SZKEN1DPSE22J9"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:49:15.519554328Z,true,2025-01-09T21:49:25.884221846Z,01JH6F574WP0SZKEN1DPSE22J9,2025-01-09T21:49:04.884681004Z,true,2025-01-09T21:49:25.866923303Z,01JH6EG3TSBYEJ9FEXT82YTFWY,2025-01-09T21:24:19.998252091Z,48,2025-01-09T21:24:19.998252091Z,01JH6EEC3WABBJNBJCT7B0GK4K,2025-01-09T21:49:04.884681004Z,65,2025-01-09T21:24:19.998252091Z,3,2025-01-09T21:24:19.998252091Z,4,2025-01-09T21:24:19.998252091Z,/tangrams/193_61.png,2025-01-09T21:49:25.884221846Z,2,2025-01-09T21:24:21.556214589Z,true,2025-01-09T21:49:04.828421507Z,"[""/tangrams/63_408.png"",""/tangrams/65_272.png"",""/tangrams/193_61.png"",""/tangrams/415_48.png""]",2025-01-09T21:24:19.998252091Z,/tangrams/193_61.png,2025-01-09T21:24:19.998252091Z,1,2025-01-09T21:24:19.998252091Z,48,2025-01-09T21:24:19.998252091Z
01JH6EFPMNAZDEZDGVX5JXZT2S,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:10:50.773379517Z,"[{""text"":""2 triangles up top and 2 legs (most amount of black)"",""sender"":{""id"":""01JH6E9N7GMFHE539DP5PKP7GT"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:35:50.281664781Z,true,2025-01-09T21:35:58.90222847Z,01JH6E9N7GMFHE539DP5PKP7GT,2025-01-09T21:35:33.060000885Z,true,2025-01-09T21:35:58.888756441Z,01JH6E12CYJK257E7E3BVNY8KC,2025-01-09T21:10:50.773379517Z,49,2025-01-09T21:10:50.773379517Z,01JH6EAE9YQ1PSVJ4DGM6PTES5,2025-01-09T21:35:33.060000885Z,65,2025-01-09T21:10:50.773379517Z,3,2025-01-09T21:10:50.773379517Z,4,2025-01-09T21:10:50.773379517Z,/tangrams/204_328.png,2025-01-09T21:35:58.90222847Z,2,2025-01-09T21:10:51.383888096Z,true,2025-01-09T21:35:33.013992983Z,"[""/tangrams/366_145.png"",""/tangrams/204_328.png"",""/tangrams/366_328.png"",""/tangrams/204_145.png""]",2025-01-09T21:10:50.773379517Z,/tangrams/204_328.png,2025-01-09T21:10:50.773379517Z,2,2025-01-09T21:10:50.773379517Z,49,2025-01-09T21:10:50.773379517Z
01JH6EHXGM1BVY83CB6H54V9C6,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:12:03.348973143Z,"[{""text"":""Rectangular cut out, hexagonal top"",""sender"":{""id"":""01JH6ECEK8H3EYT02YS5JT51JA"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:14:09.876570246Z,true,2025-01-09T21:14:44.636919022Z,01JH6ECEK8H3EYT02YS5JT51JA,2025-01-09T21:13:53.129853542Z,true,2025-01-09T21:14:44.605712379Z,01JH6E12CYJK257E7E3RXVEBQK,2025-01-09T21:12:03.348973143Z,3,2025-01-09T21:12:03.348973143Z,01JH6EDCRPMMP0TZSFS592H1YJ,2025-01-09T21:13:53.129853542Z,65,2025-01-09T21:12:03.348973143Z,0,2025-01-09T21:12:03.348973143Z,4,2025-01-09T21:12:03.348973143Z,/tangrams/75_445.png,2025-01-09T21:14:44.636919022Z,2,2025-01-09T21:12:03.484676598Z,true,2025-01-09T21:13:53.107807971Z,"[""/tangrams/75_445.png"",""/tangrams/381_58.png"",""/tangrams/344_359.png"",""/tangrams/48_441.png""]",2025-01-09T21:12:03.348973143Z,/tangrams/75_445.png,2025-01-09T21:12:03.348973143Z,4,2025-01-09T21:12:03.348973143Z,3,2025-01-09T21:12:03.348973143Z
01JH6EHXHWB9P5XY400Z2DX22R,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:12:03.388994908Z,"[{""text"":""Faucet with quad and hexagon"",""sender"":{""id"":""01JH6ECEK8H3EYT02YS5JT51JA"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:27:19.447502648Z,true,2025-01-09T21:27:25.075731274Z,01JH6ECEK8H3EYT02YS5JT51JA,2025-01-09T21:27:06.395895897Z,true,2025-01-09T21:27:25.065343297Z,01JH6E12CYJK257E7E3RXVEBQK,2025-01-09T21:12:03.388994908Z,41,2025-01-09T21:12:03.388994908Z,01JH6EDCRPMMP0TZSFS592H1YJ,2025-01-09T21:27:06.395895897Z,65,2025-01-09T21:12:03.388994908Z,2,2025-01-09T21:12:03.388994908Z,4,2025-01-09T21:12:03.388994908Z,/tangrams/381_359.png,2025-01-09T21:27:25.075731274Z,2,2025-01-09T21:12:03.966741381Z,true,2025-01-09T21:27:06.339856091Z,"[""/tangrams/381_359.png"",""/tangrams/75_441.png"",""/tangrams/48_58.png"",""/tangrams/344_445.png""]",2025-01-09T21:12:03.388994908Z,/tangrams/381_359.png,2025-01-09T21:12:03.388994908Z,10,2025-01-09T21:12:03.388994908Z,41,2025-01-09T21:12:03.388994908Z
01JH6EHXJDJVKMB9ESYHG4SVBD,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:12:03.405738021Z,"[{""text"":""Symetrical"",""sender"":{""id"":""01JH6ECEK8H3EYT02YS5JT51JA"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:32:11.922380298Z,true,2025-01-09T21:32:17.059028386Z,01JH6ECEK8H3EYT02YS5JT51JA,2025-01-09T21:32:05.992131482Z,true,2025-01-09T21:32:17.044891346Z,01JH6E12CYJK257E7E3RXVEBQK,2025-01-09T21:12:03.405738021Z,61,2025-01-09T21:12:03.405738021Z,01JH6EDCRPMMP0TZSFS592H1YJ,2025-01-09T21:32:05.992131482Z,65,2025-01-09T21:12:03.405738021Z,3,2025-01-09T21:12:03.405738021Z,4,2025-01-09T21:12:03.405738021Z,/tangrams/48_58.png,2025-01-09T21:32:17.059028386Z,2,2025-01-09T21:12:04.221572715Z,true,2025-01-09T21:32:05.947648849Z,"[""/tangrams/344_359.png"",""/tangrams/48_58.png"",""/tangrams/381_445.png"",""/tangrams/75_441.png""]",2025-01-09T21:12:03.405738021Z,/tangrams/48_58.png,2025-01-09T21:12:03.405738021Z,14,2025-01-09T21:12:03.405738021Z,61,2025-01-09T21:12:03.405738021Z
01JH6EWBHD01F6MK0BED7TV62Q,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:17:45.389221591Z,"[{""text"":""pillar arrow pointing to pillar"",""sender"":{""id"":""01JH6EDGQKVEDJ8G0G9B8PJAAV"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:35:40.671529287Z,true,2025-01-09T21:35:49.387055287Z,01JH6EDGQKVEDJ8G0G9B8PJAAV,2025-01-09T21:35:29.092402946Z,true,2025-01-09T21:35:49.372878727Z,01JH6EG3TRG27F1KB2P3FPC8N9,2025-01-09T21:17:45.389221591Z,40,2025-01-09T21:17:45.389221591Z,01JH6EAX5D301ENHVSXMDYQFXD,2025-01-09T21:35:29.092402946Z,65,2025-01-09T21:17:45.389221591Z,2,2025-01-09T21:17:45.389221591Z,4,2025-01-09T21:17:45.389221591Z,/tangrams/117_97.png,2025-01-09T21:35:49.387055287Z,2,2025-01-09T21:17:46.289826757Z,true,2025-01-09T21:35:29.044941559Z,"[""/tangrams/117_97.png"",""/tangrams/50_420.png"",""/tangrams/50_97.png"",""/tangrams/117_420.png""]",2025-01-09T21:17:45.389221591Z,/tangrams/117_97.png,2025-01-09T21:17:45.389221591Z,9,2025-01-09T21:17:45.389221591Z,40,2025-01-09T21:17:45.389221591Z
01JH6EFPKS53ENCSNP1ZE19XY6,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:10:50.745193642Z,"[{""text"":""2 triangles, black going to the right"",""sender"":{""id"":""01JH6EAE9YQ1PSVJ4DGM6PTES5"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:34:43.12460723Z,true,2025-01-09T21:34:51.420050663Z,01JH6EAE9YQ1PSVJ4DGM6PTES5,2025-01-09T21:34:18.083775607Z,true,2025-01-09T21:34:51.402735984Z,01JH6E12CYJK257E7E3BVNY8KC,2025-01-09T21:10:50.745193642Z,46,2025-01-09T21:10:50.745193642Z,01JH6E9N7GMFHE539DP5PKP7GT,2025-01-09T21:34:18.083775607Z,65,2025-01-09T21:10:50.745193642Z,2,2025-01-09T21:10:50.745193642Z,4,2025-01-09T21:10:50.745193642Z,/tangrams/204_367.png,2025-01-09T21:34:51.420050663Z,2,2025-01-09T21:10:51.356358272Z,true,2025-01-09T21:34:18.036296576Z,"[""/tangrams/281_405.png"",""/tangrams/281_367.png"",""/tangrams/204_405.png"",""/tangrams/204_367.png""]",2025-01-09T21:10:50.745193642Z,/tangrams/204_367.png,2025-01-09T21:10:50.745193642Z,15,2025-01-09T21:10:50.745193642Z,46,2025-01-09T21:10:50.745193642Z
01JH6EFPMQG86QRHWN06DY50JB,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:10:50.775633107Z,"[{""text"":""house with white house inside, black going to the right"",""sender"":{""id"":""01JH6E9N7GMFHE539DP5PKP7GT"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:35:09.42859598Z,true,2025-01-09T21:35:17.353897643Z,01JH6E9N7GMFHE539DP5PKP7GT,2025-01-09T21:34:51.489376596Z,true,2025-01-09T21:35:17.34107261Z,01JH6E12CYJK257E7E3BVNY8KC,2025-01-09T21:10:50.775633107Z,47,2025-01-09T21:10:50.775633107Z,01JH6EAE9YQ1PSVJ4DGM6PTES5,2025-01-09T21:34:51.489376596Z,65,2025-01-09T21:10:50.775633107Z,2,2025-01-09T21:10:50.775633107Z,4,2025-01-09T21:10:50.775633107Z,/tangrams/366_367.png,2025-01-09T21:35:17.353897643Z,2,2025-01-09T21:10:51.364983286Z,true,2025-01-09T21:34:51.435575564Z,"[""/tangrams/281_367.png"",""/tangrams/281_328.png"",""/tangrams/366_367.png"",""/tangrams/366_328.png""]",2025-01-09T21:10:50.775633107Z,/tangrams/366_367.png,2025-01-09T21:10:50.775633107Z,16,2025-01-09T21:10:50.775633107Z,47,2025-01-09T21:10:50.775633107Z
01JH6EM4ZFTCG37M3H25FRF2E4,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:13:16.527403941Z,"[{""text"":""white rectangle gap"",""sender"":{""id"":""01JH6E73Q9S1WSVRTG8D0NXV7R"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:35:57.765107332Z,true,2025-01-09T21:36:03.518230636Z,01JH6E73Q9S1WSVRTG8D0NXV7R,2025-01-09T21:35:49.259159995Z,true,2025-01-09T21:36:03.504637868Z,01JH6E12CWGXQF2B41B59YQN0N,2025-01-09T21:13:16.527403941Z,53,2025-01-09T21:13:16.527403941Z,01JH6EFSJBEHY9TA4782TSSNX7,2025-01-09T21:35:49.259159995Z,65,2025-01-09T21:13:16.527403941Z,3,2025-01-09T21:13:16.527403941Z,4,2025-01-09T21:13:16.527403941Z,/tangrams/24_3.png,2025-01-09T21:36:03.518230636Z,2,2025-01-09T21:13:17.312223299Z,true,2025-01-09T21:35:49.214271521Z,"[""/tangrams/401_298.png"",""/tangrams/65_88.png"",""/tangrams/24_3.png"",""/tangrams/83_467.png""]",2025-01-09T21:13:16.527403941Z,/tangrams/24_3.png,2025-01-09T21:13:16.527403941Z,6,2025-01-09T21:13:16.527403941Z,53,2025-01-09T21:13:16.527403941Z
